Sale_ID,Sale_Date,Region,State,Product_Category,Product_Subcategory,Product_Name,Quantity,Unit_Price,Total_Sales,Discount_Percentage,Profit,Season,Festival,Payment_Mode
3059,2024-06-20,South,Kerala,Clothing,Kids Wear,Standard Kids Wear,4,722,2888,0,706.96,Monsoon,None,Cash
3060,2024-12-29,East,West Bengal,Home Appliances,Refrigerators,Basic Refrigerators,3,23815,71445,0,4603.22,Winter,None,Credit Card
3061,2024-04-01,West,Rajasthan,Furniture,Chair,Basic Chair,5,31383,156915,0,31176.58,Summer,None,Credit Card
3062,2024-01-17,Central,Madhya Pradesh,Furniture,Sofa,Basic Sofa,4,7235,26046,10,3937.67,Winter,None,Debit Card
3063,2024-12-01,Central,Chhattisgarh,Electronics,Earphones,Basic Earphones,4,39553,134480.2,15,28704.33,Winter,None,Credit Card
3064,2024-09-01,Central,Chhattisgarh,Electronics,Smart TVs,Standard Smart TVs,1,6695,6695,0,1271.83,Festive,Navratri,Net Banking
3065,2024-03-10,South,Karnataka,Electronics,Laptops,Basic Laptops,3,65251,185965.35,5,41778.53,Summer,None,Net Banking
3066,2024-06-24,East,Odisha,Furniture,Sofa,Basic Sofa,1,18114,16302.6,10,3364.22,Monsoon,None,Cash
3067,2024-07-14,South,Kerala,Groceries,Snacks,Premium Snacks,2,734,1468,0,192.1,Monsoon,None,Debit Card
3068,2024-03-19,North,Haryana,Clothing,Kids Wear,Standard Kids Wear,3,1171,3513,0,856.09,Summer,None,Net Banking
3069,2024-09-19,West,Gujarat,Groceries,Beverages,Premium Beverages,5,323,1615,0,266.76,Festive,Ganesh Chaturthi,Net Banking
3070,2024-01-27,North,Delhi,Furniture,Chair,Standard Chair,5,8911,42327.25,5,4750.67,Winter,None,Net Banking
3071,2024-03-20,North,Delhi,Clothing,Women's Wear,Standard Women's Wear,5,931,4655,0,650.74,Summer,None,Net Banking
3072,2024-01-26,Central,Madhya Pradesh,Electronics,Laptops,Basic Laptops,4,17998,68392.4,5,13769.87,Winter,None,Cash
3073,2024-11-03,Central,Chhattisgarh,Electronics,Mobile Phones,Premium Mobile Phones,4,67899,258016.2,5,31525.06,Festive,Navratri,Cash
3074,2024-08-10,North,Haryana,Furniture,Sofa,Standard Sofa,2,36712,62410.4,15,14980.39,Monsoon,None,Credit Card
3075,2024-08-22,West,Maharashtra,Home Appliances,Microwave Ovens,Basic Microwave Ovens,4,26855,102049,5,23162.95,Monsoon,None,Credit Card
3076,2024-06-19,Central,Chhattisgarh,Furniture,Bed,Standard Bed,5,39296,186656,5,11635.75,Monsoon,None,Debit Card
3077,2024-06-24,East,Assam,Clothing,Men's Wear,Standard Men's Wear,5,2278,11390,0,2508.12,Monsoon,None,Debit Card
3078,2024-01-29,South,Kerala,Groceries,Beverages,Basic Beverages,5,664,2988,10,316.18,Winter,Pongal,Net Banking
3079,2024-07-05,North,Delhi,Clothing,Men's Wear,Basic Men's Wear,4,2731,10377.8,5,2288.42,Monsoon,None,Debit Card
3080,2024-10-16,West,Rajasthan,Electronics,Laptops,Basic Laptops,5,38473,182746.75,5,43279.76,Festive,Ganesh Chaturthi,Cash
3081,2024-12-17,Central,Madhya Pradesh,Clothing,Men's Wear,Standard Men's Wear,5,2621,12449.75,5,2355.21,Winter,None,Debit Card
3082,2024-06-23,Central,Madhya Pradesh,Groceries,Spices,Premium Spices,4,876,3504,0,206.95,Monsoon,None,UPI
3083,2024-07-19,North,Uttar Pradesh,Home Appliances,Microwave Ovens,Basic Microwave Ovens,1,36361,34542.95,5,6943.81,Monsoon,None,Net Banking
3084,2024-11-25,Central,Madhya Pradesh,Clothing,Women's Wear,Basic Women's Wear,3,2515,6790.5,10,476.42,Festive,Navratri,Net Banking
3085,2024-08-30,West,Gujarat,Electronics,Laptops,Premium Laptops,4,22565,76721,15,12549.29,Monsoon,None,Net Banking
3086,2024-05-09,South,Kerala,Home Appliances,Microwave Ovens,Basic Microwave Ovens,2,21144,38059.2,10,2466.74,Summer,None,Net Banking
3087,2024-08-28,East,West Bengal,Clothing,Kids Wear,Standard Kids Wear,4,673,2692,0,166.06,Monsoon,None,Debit Card
3088,2024-12-21,East,Assam,Groceries,Snacks,Standard Snacks,4,573,1948.2,15,465.95,Winter,None,Net Banking
3089,2024-10-08,North,Haryana,Furniture,Bed,Premium Bed,1,15603,15603,0,2442.57,Festive,Holi,Net Banking
3090,2024-08-12,East,Assam,Clothing,Kids Wear,Basic Kids Wear,4,2720,10880,0,1636.3,Monsoon,None,Cash
3091,2024-10-30,South,Telangana,Clothing,Men's Wear,Basic Men's Wear,1,2758,2758,0,651.65,Festive,Onam,Cash
3092,2024-01-11,Central,Chhattisgarh,Home Appliances,Refrigerators,Basic Refrigerators,2,13659,24586.2,10,5153.83,Winter,None,Net Banking
3093,2024-06-12,North,Delhi,Groceries,Cereals,Basic Cereals,5,695,3127.5,10,661.53,Monsoon,None,Debit Card
3094,2024-01-25,Central,Madhya Pradesh,Furniture,Dining Table,Basic Dining Table,1,47822,47822,0,9542.32,Winter,None,Net Banking
3095,2024-07-31,South,Tamil Nadu,Furniture,Bed,Basic Bed,3,20209,60627,0,13703.63,Monsoon,None,Net Banking
3096,2024-02-22,North,Delhi,Clothing,Women's Wear,Basic Women's Wear,1,955,955,0,205.68,Winter,None,Cash
3097,2024-03-03,South,Tamil Nadu,Furniture,Dining Table,Basic Dining Table,3,27460,78261,5,14523.42,Summer,None,Cash
3098,2024-03-25,West,Gujarat,Groceries,Cereals,Premium Cereals,3,857,2442.45,5,529.03,Summer,None,Debit Card
3099,2024-03-13,East,Assam,Clothing,Men's Wear,Premium Men's Wear,5,1423,7115,0,1219.56,Summer,None,UPI
3100,2024-09-03,North,Uttar Pradesh,Clothing,Men's Wear,Basic Men's Wear,1,2985,2388,20,430.22,Festive,Diwali,Cash
3101,2024-07-26,West,Gujarat,Groceries,Cereals,Premium Cereals,4,398,1592,0,380.65,Monsoon,None,UPI
3102,2024-07-04,West,Gujarat,Home Appliances,Washing Machines,Standard Washing Machines,3,15682,47046,0,2485.58,Monsoon,None,Debit Card
3103,2024-06-27,North,Uttar Pradesh,Home Appliances,Washing Machines,Basic Washing Machines,2,13030,23454,10,5464.98,Monsoon,None,Credit Card
3104,2024-03-12,North,Punjab,Furniture,Sofa,Standard Sofa,3,9594,28782,0,4010.7,Summer,None,UPI
3105,2024-01-24,Central,Chhattisgarh,Home Appliances,Microwave Ovens,Basic Microwave Ovens,5,12473,56128.5,10,10979.68,Winter,None,Debit Card
3106,2024-05-12,East,Odisha,Furniture,Dining Table,Basic Dining Table,5,29093,123645.25,15,12091.56,Summer,None,UPI
3107,2024-07-06,West,Rajasthan,Clothing,Men's Wear,Basic Men's Wear,5,1325,6625,0,514.26,Monsoon,None,Net Banking
3108,2024-07-08,Central,Chhattisgarh,Home Appliances,Refrigerators,Basic Refrigerators,4,22059,75000.6,15,12004.53,Monsoon,None,Net Banking
3109,2024-07-05,South,Kerala,Clothing,Kids Wear,Standard Kids Wear,4,2225,8900,0,2002.38,Monsoon,None,Net Banking
3110,2024-04-23,East,Assam,Clothing,Kids Wear,Premium Kids Wear,4,1333,5332,0,638.58,Summer,None,Net Banking
3111,2024-11-29,South,Kerala,Groceries,Cereals,Basic Cereals,3,948,2844,0,150.08,Festive,Pongal,Debit Card
3112,2024-10-22,East,Odisha,Home Appliances,Microwave Ovens,Standard Microwave Ovens,3,11649,33199.65,5,2621.02,Festive,Durga Puja,UPI
3113,2024-12-14,Central,Madhya Pradesh,Groceries,Beverages,Standard Beverages,3,432,1296,0,125.6,Winter,None,Credit Card
3114,2024-03-12,East,Assam,Furniture,Sofa,Premium Sofa,2,44183,79529.4,10,16917.22,Summer,None,UPI
3115,2024-03-17,East,West Bengal,Clothing,Men's Wear,Standard Men's Wear,2,2843,5686,0,887.28,Summer,None,Credit Card
3116,2024-12-29,Central,Chhattisgarh,Clothing,Men's Wear,Basic Men's Wear,1,1971,1872.45,5,107.08,Winter,None,Cash
3117,2024-07-03,East,West Bengal,Clothing,Women's Wear,Premium Women's Wear,3,2162,5513.1,15,330.32,Monsoon,None,Credit Card
3118,2024-02-28,Central,Madhya Pradesh,Electronics,Smart TVs,Premium Smart TVs,5,17414,87070,0,20763.27,Winter,None,Debit Card
3119,2024-08-03,West,Gujarat,Clothing,Women's Wear,Standard Women's Wear,1,673,673,0,62.91,Monsoon,None,UPI
3120,2024-09-19,North,Delhi,Electronics,Laptops,Standard Laptops,1,45423,38609.55,15,2601.71,Festive,Holi,Cash
3121,2024-04-27,East,West Bengal,Clothing,Men's Wear,Premium Men's Wear,3,1719,5157,0,486.16,Summer,None,Debit Card
3122,2024-02-03,North,Haryana,Electronics,Laptops,Basic Laptops,4,15621,53111.4,15,10547.6,Winter,None,Net Banking
3123,2024-02-03,South,Tamil Nadu,Electronics,Laptops,Premium Laptops,5,13663,61483.5,10,7062.92,Winter,Pongal,Net Banking
3124,2024-12-04,South,Telangana,Electronics,Laptops,Premium Laptops,2,10698,20326.2,5,1030.56,Winter,Pongal,Net Banking
3125,2024-05-20,East,Assam,Electronics,Earphones,Basic Earphones,1,5453,4907.7,10,415.18,Summer,None,UPI
3126,2024-09-03,East,Assam,Clothing,Men's Wear,Basic Men's Wear,2,2773,5268.7,5,649.95,Festive,Durga Puja,Net Banking
3127,2024-12-21,West,Gujarat,Electronics,Smart TVs,Basic Smart TVs,3,67087,201261,0,27373.98,Winter,None,Cash
3128,2024-02-07,East,West Bengal,Groceries,Cereals,Premium Cereals,3,832,2246.4,10,255.77,Winter,None,Cash
3129,2024-07-30,West,Gujarat,Furniture,Bed,Standard Bed,1,40132,36118.8,10,5289.74,Monsoon,None,Credit Card
3130,2024-06-29,South,Telangana,Furniture,Bed,Standard Bed,5,11330,56650,0,6090.7,Monsoon,None,UPI
3131,2024-02-24,East,Assam,Home Appliances,Refrigerators,Standard Refrigerators,3,29103,78578.1,10,14835.56,Winter,None,Cash
3132,2024-11-01,East,Odisha,Groceries,Cereals,Premium Cereals,5,513,2308.5,10,160.8,Festive,Diwali,Net Banking
3133,2024-07-26,East,Odisha,Home Appliances,Washing Machines,Basic Washing Machines,2,32029,60855.1,5,10127.65,Monsoon,None,Credit Card
3134,2024-01-06,Central,Madhya Pradesh,Home Appliances,Microwave Ovens,Premium Microwave Ovens,4,10405,39539,5,2714.53,Winter,None,UPI
3135,2024-07-07,East,West Bengal,Home Appliances,Washing Machines,Basic Washing Machines,5,37904,170568,10,41120.24,Monsoon,None,Debit Card
3136,2024-08-15,West,Rajasthan,Furniture,Dining Table,Basic Dining Table,4,26266,99810.8,5,8535.25,Monsoon,None,Net Banking
3137,2024-10-19,East,West Bengal,Clothing,Kids Wear,Premium Kids Wear,1,1606,1606,0,225.81,Festive,Durga Puja,Net Banking
3138,2024-12-01,South,Telangana,Electronics,Laptops,Basic Laptops,5,63888,303468,5,24579.89,Winter,Pongal,UPI
3139,2024-04-13,South,Tamil Nadu,Groceries,Beverages,Premium Beverages,5,980,4165,15,875.03,Summer,None,Debit Card
3140,2024-09-27,East,Assam,Electronics,Smart TVs,Standard Smart TVs,4,33808,135232,0,26504.96,Festive,Diwali,Debit Card
3141,2024-04-04,East,Odisha,Electronics,Earphones,Basic Earphones,5,28191,140955,0,33598.85,Summer,None,Net Banking
3142,2024-10-17,East,West Bengal,Home Appliances,Washing Machines,Standard Washing Machines,2,14107,25392.6,10,5282.64,Festive,Durga Puja,Net Banking
3143,2024-02-24,West,Maharashtra,Electronics,Smart TVs,Premium Smart TVs,3,35075,99963.75,5,17857.11,Winter,None,Debit Card
3144,2024-05-15,West,Maharashtra,Electronics,Mobile Phones,Basic Mobile Phones,1,24347,24347,0,5603.49,Summer,None,Debit Card
3145,2024-08-04,West,Rajasthan,Home Appliances,Microwave Ovens,Standard Microwave Ovens,1,26962,25613.9,5,4277.8,Monsoon,None,UPI
3146,2024-01-30,Central,Chhattisgarh,Home Appliances,Washing Machines,Standard Washing Machines,5,8897,40036.5,10,3667.82,Winter,None,Net Banking
3147,2024-10-23,West,Gujarat,Groceries,Beverages,Standard Beverages,4,259,984.2,5,127.94,Festive,Ganesh Chaturthi,UPI
3148,2024-10-22,North,Haryana,Groceries,Snacks,Basic Snacks,3,998,2994,0,338.49,Festive,Lohri,Cash
3149,2024-11-12,East,West Bengal,Groceries,Beverages,Basic Beverages,4,849,3226.2,5,677.65,Festive,Durga Puja,Credit Card
3150,2024-05-16,South,Kerala,Electronics,Laptops,Premium Laptops,1,16329,15512.55,5,1913.72,Summer,None,Net Banking
3151,2024-11-25,Central,Chhattisgarh,Groceries,Spices,Standard Spices,3,747,2241,0,302.93,Festive,Navratri,UPI
3152,2024-10-09,West,Gujarat,Home Appliances,Microwave Ovens,Basic Microwave Ovens,4,5858,21088.8,10,3867.43,Festive,Diwali,Debit Card
3153,2024-06-14,Central,Madhya Pradesh,Electronics,Earphones,Premium Earphones,4,67146,241725.6,10,43929.75,Monsoon,None,Cash
3154,2024-02-08,Central,Chhattisgarh,Home Appliances,Refrigerators,Standard Refrigerators,5,36424,173014,5,33189.06,Winter,None,Credit Card
3155,2024-07-03,East,West Bengal,Clothing,Men's Wear,Standard Men's Wear,5,2531,10756.75,15,2677.54,Monsoon,None,Net Banking
3156,2024-02-13,Central,Chhattisgarh,Groceries,Snacks,Premium Snacks,3,834,2376.9,5,517.12,Winter,None,Credit Card
3157,2024-10-01,North,Punjab,Clothing,Women's Wear,Basic Women's Wear,5,2504,12520,0,1665.06,Festive,Lohri,Net Banking
3158,2024-08-31,North,Uttar Pradesh,Clothing,Women's Wear,Premium Women's Wear,2,1572,3144,0,224.05,Monsoon,None,Cash
3159,2024-04-13,North,Haryana,Home Appliances,Microwave Ovens,Basic Microwave Ovens,2,14664,27861.6,5,3130.03,Summer,None,Credit Card
3160,2024-06-03,West,Maharashtra,Furniture,Bed,Premium Bed,3,25320,68364,10,17088.94,Monsoon,None,UPI
3161,2024-11-20,North,Punjab,Furniture,Bed,Standard Bed,5,7306,36530,0,5644.95,Festive,Diwali,Net Banking
3162,2024-05-08,West,Rajasthan,Groceries,Cereals,Premium Cereals,4,339,1288.2,5,235.34,Summer,None,Debit Card
3163,2024-02-27,East,Assam,Clothing,Men's Wear,Basic Men's Wear,5,2568,10914,15,2131.58,Winter,None,UPI
3164,2024-07-01,East,Assam,Home Appliances,Refrigerators,Premium Refrigerators,3,18028,48675.6,10,11709.95,Monsoon,None,Net Banking
3165,2024-03-09,South,Kerala,Electronics,Mobile Phones,Premium Mobile Phones,1,33707,30336.3,10,3119.67,Summer,None,Cash
3166,2024-12-15,West,Rajasthan,Home Appliances,Washing Machines,Premium Washing Machines,2,39213,78426,0,12751.12,Winter,None,Credit Card
3167,2024-07-11,West,Gujarat,Furniture,Bed,Premium Bed,3,14565,34956,20,1926.74,Monsoon,None,UPI
3168,2024-02-26,Central,Madhya Pradesh,Electronics,Smart TVs,Basic Smart TVs,3,8465,24125.25,5,3521.19,Winter,None,UPI
3169,2024-10-06,North,Uttar Pradesh,Electronics,Laptops,Basic Laptops,3,15008,40521.6,10,5321.92,Festive,Lohri,UPI
3170,2024-11-01,West,Gujarat,Home Appliances,Microwave Ovens,Standard Microwave Ovens,3,39869,101665.95,15,24127.62,Festive,Diwali,Net Banking
3171,2024-07-10,East,Assam,Groceries,Cereals,Premium Cereals,3,436,1177.2,10,149.05,Monsoon,None,UPI
3172,2024-03-28,West,Rajasthan,Groceries,Snacks,Standard Snacks,2,293,527.4,10,50.65,Summer,None,Cash
3173,2024-10-15,Central,Madhya Pradesh,Groceries,Beverages,Basic Beverages,2,805,1288,20,83.65,Festive,Diwali,Net Banking
3174,2024-05-28,West,Maharashtra,Home Appliances,Washing Machines,Premium Washing Machines,5,31175,155875,0,21617.59,Summer,None,Net Banking
3175,2024-12-29,North,Haryana,Home Appliances,Microwave Ovens,Premium Microwave Ovens,5,16407,77933.25,5,6683.5,Winter,None,Net Banking
3176,2024-09-18,Central,Chhattisgarh,Clothing,Kids Wear,Premium Kids Wear,1,1621,1621,0,365.78,Festive,Navratri,Cash
3177,2024-10-21,East,Odisha,Home Appliances,Microwave Ovens,Basic Microwave Ovens,5,29691,133609.5,10,20088.37,Festive,Diwali,Net Banking
3178,2024-10-03,North,Haryana,Furniture,Dining Table,Standard Dining Table,2,5430,10860,0,2297.78,Festive,Diwali,Net Banking
3179,2024-08-26,South,Karnataka,Furniture,Dining Table,Standard Dining Table,5,32563,162815,0,21401.46,Monsoon,None,Cash
3180,2024-02-21,South,Karnataka,Electronics,Laptops,Premium Laptops,5,19066,76264,20,14223.9,Winter,Pongal,Credit Card
3181,2024-04-08,North,Uttar Pradesh,Clothing,Men's Wear,Premium Men's Wear,5,2107,10535,0,2188.86,Summer,None,Debit Card
3182,2024-03-12,South,Kerala,Furniture,Chair,Premium Chair,2,49097,78555.2,20,17235,Summer,None,Debit Card
3183,2024-01-10,Central,Chhattisgarh,Electronics,Mobile Phones,Premium Mobile Phones,3,12018,30645.9,15,4006.4,Winter,None,Credit Card
3184,2024-12-18,East,West Bengal,Clothing,Men's Wear,Standard Men's Wear,5,2667,12668.25,5,793.87,Winter,None,Debit Card
3185,2024-02-01,Central,Chhattisgarh,Electronics,Mobile Phones,Premium Mobile Phones,3,46535,139605,0,12552.34,Winter,None,Debit Card
3186,2024-02-01,North,Punjab,Clothing,Women's Wear,Standard Women's Wear,5,2264,10754,5,2586.49,Winter,None,UPI
3187,2024-07-05,West,Rajasthan,Furniture,Dining Table,Standard Dining Table,3,26734,80202,0,18934.2,Monsoon,None,UPI
3188,2024-02-10,North,Uttar Pradesh,Electronics,Earphones,Basic Earphones,5,57099,285495,0,29180.24,Winter,None,Credit Card
3189,2024-12-13,South,Karnataka,Furniture,Dining Table,Premium Dining Table,1,31766,31766,0,1609.18,Winter,Pongal,Cash
3190,2024-10-26,South,Tamil Nadu,Groceries,Spices,Standard Spices,2,290,580,0,110.91,Festive,Pongal,Credit Card
3191,2024-06-22,South,Telangana,Electronics,Laptops,Basic Laptops,2,42496,84992,0,10074.87,Monsoon,None,Cash
3192,2024-02-19,West,Rajasthan,Home Appliances,Microwave Ovens,Basic Microwave Ovens,1,12399,11159.1,10,1576.87,Winter,None,Net Banking
3193,2024-07-24,North,Delhi,Groceries,Spices,Standard Spices,1,825,783.75,5,70.59,Monsoon,None,Net Banking
3194,2024-08-29,South,Kerala,Furniture,Chair,Standard Chair,2,36957,59131.2,20,7264.36,Monsoon,None,Cash
3195,2024-01-25,North,Delhi,Groceries,Cereals,Premium Cereals,5,858,3861,10,645.13,Winter,None,Debit Card
3196,2024-04-12,East,Assam,Home Appliances,Microwave Ovens,Premium Microwave Ovens,4,12501,50004,0,6413.89,Summer,None,Net Banking
3197,2024-10-26,Central,Chhattisgarh,Home Appliances,Microwave Ovens,Basic Microwave Ovens,3,32798,98394,0,18292.1,Festive,Navratri,Credit Card
3198,2024-01-15,South,Telangana,Furniture,Sofa,Standard Sofa,1,29421,23536.8,20,2073.64,Winter,Pongal,UPI
3199,2024-11-11,South,Telangana,Groceries,Cereals,Basic Cereals,3,137,390.45,5,45.33,Festive,Diwali,UPI
3200,2024-02-09,Central,Chhattisgarh,Groceries,Beverages,Basic Beverages,1,942,894.9,5,83.08,Winter,None,Debit Card
3201,2024-08-19,North,Punjab,Home Appliances,Microwave Ovens,Standard Microwave Ovens,2,31045,55881,10,8303.7,Monsoon,None,Net Banking
3202,2024-05-27,West,Gujarat,Groceries,Cereals,Standard Cereals,4,678,2712,0,583.88,Summer,None,Net Banking
3203,2024-09-10,South,Telangana,Groceries,Beverages,Standard Beverages,5,537,2148,20,393.78,Festive,Pongal,Net Banking
3204,2024-01-01,Central,Chhattisgarh,Home Appliances,Washing Machines,Premium Washing Machines,3,22239,60045.3,10,4959.07,Winter,None,Cash
3205,2024-05-02,South,Tamil Nadu,Electronics,Earphones,Standard Earphones,1,57886,49203.1,15,9721.15,Summer,None,Credit Card
3206,2024-01-06,East,Assam,Home Appliances,Refrigerators,Basic Refrigerators,5,31148,155740,0,15085.66,Winter,None,Debit Card
3207,2024-04-08,East,Assam,Electronics,Earphones,Standard Earphones,3,69754,188335.8,10,32457.82,Summer,None,Debit Card
3208,2024-01-10,West,Maharashtra,Clothing,Women's Wear,Premium Women's Wear,1,761,761,0,123.37,Winter,None,UPI
3209,2024-11-13,West,Gujarat,Home Appliances,Refrigerators,Standard Refrigerators,2,32636,62008.4,5,10036.99,Festive,Ganesh Chaturthi,Debit Card
3210,2024-06-26,South,Tamil Nadu,Home Appliances,Washing Machines,Basic Washing Machines,4,34826,139304,0,11321.35,Monsoon,None,Cash
3211,2024-10-17,South,Tamil Nadu,Electronics,Mobile Phones,Basic Mobile Phones,3,5622,14336.1,15,866.44,Festive,Diwali,UPI
3212,2024-11-08,Central,Madhya Pradesh,Furniture,Bed,Basic Bed,2,31579,63158,0,5448.34,Festive,Navratri,UPI
3213,2024-01-24,North,Uttar Pradesh,Clothing,Men's Wear,Premium Men's Wear,3,2311,6933,0,930.58,Winter,None,Debit Card
3214,2024-10-01,North,Haryana,Electronics,Earphones,Basic Earphones,2,49074,93240.6,5,14347.77,Festive,Holi,Credit Card
3215,2024-01-10,Central,Madhya Pradesh,Home Appliances,Microwave Ovens,Standard Microwave Ovens,5,7024,35120,0,2073.91,Winter,None,Net Banking
3216,2024-02-01,North,Delhi,Electronics,Mobile Phones,Premium Mobile Phones,3,26271,78813,0,9319.03,Winter,None,Net Banking
3217,2024-11-29,West,Maharashtra,Clothing,Kids Wear,Premium Kids Wear,3,708,2124,0,413.17,Festive,Ganesh Chaturthi,Cash
3218,2024-06-23,East,West Bengal,Clothing,Men's Wear,Premium Men's Wear,4,1182,4728,0,920.53,Monsoon,None,UPI
3219,2024-06-15,Central,Madhya Pradesh,Furniture,Sofa,Standard Sofa,1,25934,20747.2,20,4541.13,Monsoon,None,Net Banking
3220,2024-01-05,South,Telangana,Furniture,Sofa,Premium Sofa,4,45551,182204,0,15490.39,Winter,Pongal,Debit Card
3221,2024-02-01,East,Assam,Home Appliances,Microwave Ovens,Premium Microwave Ovens,4,12287,49148,0,8041,Winter,None,Debit Card
3222,2024-03-17,South,Karnataka,Groceries,Snacks,Standard Snacks,3,917,2613.45,5,259.64,Summer,None,Cash
3223,2024-08-05,South,Tamil Nadu,Clothing,Kids Wear,Premium Kids Wear,2,2104,4208,0,482.77,Monsoon,None,Cash
3224,2024-11-15,South,Karnataka,Furniture,Bed,Premium Bed,4,32848,131392,0,14807.89,Festive,Pongal,Debit Card
3225,2024-06-27,Central,Madhya Pradesh,Groceries,Snacks,Premium Snacks,4,709,2694.2,5,185.35,Monsoon,None,Net Banking
3226,2024-02-27,North,Uttar Pradesh,Groceries,Spices,Basic Spices,5,881,4405,0,1057.12,Winter,None,Debit Card
3227,2024-06-03,Central,Chhattisgarh,Clothing,Men's Wear,Standard Men's Wear,5,2574,12226.5,5,2277.59,Monsoon,None,Cash
3228,2024-02-18,West,Gujarat,Electronics,Laptops,Basic Laptops,5,12952,61522,5,6431.95,Winter,None,UPI
3229,2024-11-08,East,Assam,Furniture,Chair,Standard Chair,5,4498,21365.5,5,1736.51,Festive,Durga Puja,UPI
3230,2024-03-30,Central,Chhattisgarh,Groceries,Cereals,Standard Cereals,4,363,1306.8,10,244.33,Summer,None,UPI
3231,2024-08-04,West,Gujarat,Groceries,Spices,Standard Spices,2,777,1476.3,5,260.83,Monsoon,None,Net Banking
3232,2024-10-02,North,Uttar Pradesh,Groceries,Beverages,Standard Beverages,5,613,2452,20,466.8,Festive,Diwali,Debit Card
3233,2024-06-16,North,Punjab,Home Appliances,Microwave Ovens,Standard Microwave Ovens,2,22374,40273.2,10,6556.61,Monsoon,None,Credit Card
3234,2024-09-17,East,West Bengal,Electronics,Mobile Phones,Basic Mobile Phones,1,69659,66176.05,5,7029.61,Festive,Diwali,Cash
3235,2024-12-14,North,Punjab,Clothing,Men's Wear,Basic Men's Wear,5,1907,8581.5,10,1918.11,Winter,None,Net Banking
3236,2024-12-24,West,Rajasthan,Groceries,Spices,Standard Spices,5,147,735,0,103.15,Winter,None,Credit Card
3237,2024-07-16,West,Maharashtra,Home Appliances,Microwave Ovens,Premium Microwave Ovens,3,6060,16362,10,1212.46,Monsoon,None,Net Banking
3238,2024-01-17,North,Punjab,Electronics,Earphones,Standard Earphones,3,21804,65412,0,9539.17,Winter,None,Credit Card
3239,2024-02-06,North,Uttar Pradesh,Furniture,Sofa,Basic Sofa,2,23141,41653.8,10,6326.85,Winter,None,Cash
3240,2024-11-21,North,Delhi,Clothing,Kids Wear,Premium Kids Wear,1,1232,1232,0,181.76,Festive,Lohri,Credit Card
3241,2024-06-16,South,Telangana,Furniture,Bed,Premium Bed,3,49393,148179,0,30368.41,Monsoon,None,Credit Card
3242,2024-08-20,South,Tamil Nadu,Home Appliances,Microwave Ovens,Basic Microwave Ovens,5,11156,55780,0,13541.68,Monsoon,None,Credit Card
3243,2024-05-24,North,Delhi,Clothing,Kids Wear,Standard Kids Wear,1,2198,1978.2,10,104.29,Summer,None,Debit Card
3244,2024-09-11,Central,Chhattisgarh,Groceries,Cereals,Standard Cereals,5,829,4145,0,295.71,Festive,Navratri,Net Banking
3245,2024-06-11,East,West Bengal,Clothing,Kids Wear,Premium Kids Wear,1,1998,1998,0,109.95,Monsoon,None,Credit Card
3246,2024-07-17,East,Assam,Electronics,Earphones,Standard Earphones,1,56934,54087.3,5,12621.89,Monsoon,None,Net Banking
3247,2024-06-13,South,Tamil Nadu,Home Appliances,Refrigerators,Standard Refrigerators,4,6105,20757,15,4030.87,Monsoon,None,Net Banking
3248,2024-06-11,North,Delhi,Electronics,Earphones,Standard Earphones,2,13016,26032,0,5804.77,Monsoon,None,Cash
3249,2024-10-12,East,Odisha,Clothing,Kids Wear,Basic Kids Wear,1,977,977,0,72.26,Festive,Durga Puja,UPI
3250,2024-08-17,West,Maharashtra,Clothing,Women's Wear,Standard Women's Wear,4,952,3617.6,5,257.79,Monsoon,None,Credit Card
3251,2024-08-14,Central,Chhattisgarh,Furniture,Sofa,Premium Sofa,4,12450,47310,5,4054.68,Monsoon,None,UPI
3252,2024-02-16,South,Karnataka,Groceries,Beverages,Basic Beverages,2,299,538.2,10,30.97,Winter,Pongal,Debit Card
3253,2024-04-08,East,Assam,Electronics,Smart TVs,Standard Smart TVs,4,43949,167006.2,5,17768.95,Summer,None,Debit Card
3254,2024-03-02,North,Punjab,Home Appliances,Washing Machines,Basic Washing Machines,3,28176,76075.2,10,17262.43,Summer,None,Net Banking
3255,2024-11-25,Central,Madhya Pradesh,Home Appliances,Microwave Ovens,Basic Microwave Ovens,4,15430,55548,10,3354.96,Festive,Diwali,UPI
3256,2024-10-21,Central,Chhattisgarh,Furniture,Chair,Basic Chair,5,21564,107820,0,18287.34,Festive,Diwali,UPI
3257,2024-04-16,East,West Bengal,Clothing,Men's Wear,Standard Men's Wear,2,1245,2490,0,153.49,Summer,None,UPI
3258,2024-12-10,East,West Bengal,Furniture,Dining Table,Standard Dining Table,5,12720,57240,10,8512.65,Winter,None,UPI
3259,2024-07-24,East,West Bengal,Electronics,Laptops,Standard Laptops,4,32774,124541.2,5,24641.63,Monsoon,None,Debit Card
3260,2024-03-07,West,Maharashtra,Clothing,Men's Wear,Basic Men's Wear,3,1843,5252.55,5,660.19,Summer,None,Credit Card
3261,2024-12-18,West,Maharashtra,Electronics,Laptops,Standard Laptops,3,31432,94296,0,18975.52,Winter,None,Cash
3262,2024-01-02,East,Odisha,Home Appliances,Microwave Ovens,Premium Microwave Ovens,4,4387,16670.6,5,1858.09,Winter,None,Credit Card
